persona;producto;cantidad;esDevolucion
Alice;Zapatos;44;Falso
Hector;Sombrero;48;Falso
Hector;Zapatos;26;Falso
Jack;Pantalones;7;Falso
Jack;Gorra;46;Falso
Jack;Zapatos;9;Cierto
Jack;Zapatos;10;Cierto
Jack;Zapatos;6;Falso
Jack;Chaqueta;17;Falso
Eve;Pantalones;44;Cierto
Hector;Sombrero;16;Cierto
Diana;Gorra;7;Falso
Alice;Gorra;18;Falso
Frank;Chaqueta;38;Falso
Grace;Bufanda;46;Falso
Diana;Bufanda;14;Falso
Diana;Zapatos;24;Falso
Irene;Calcetines;14;Falso
Alice;Zapatos;37;Falso
Bob;Calcetines;37;Cierto
Frank;Chaqueta;48;Cierto
Hector;Chaqueta;20;Falso
Hector;Camiseta;46;Falso
Eve;Bufanda;27;Falso
Eve;Pantalones;31;Falso
Bob;Camiseta;50;Falso
Frank;Zapatos;46;Falso
Eve;Sombrero;9;Falso
Alice;Calcetines;33;Falso
Alice;Chaqueta;12;Falso
Hector;Pantalones;32;Falso
Grace;Gorra;38;Falso
Diana;Sombrero;47;Falso
Jack;Camiseta;18;Falso
Grace;Camiseta;22;Falso
Jack;Pantalones;37;Falso
Grace;Bufanda;12;Falso
Frank;Zapatos;24;Falso
Charlie;Calcetines;11;Falso
Charlie;Bufanda;39;Cierto
Eve;Zapatos;17;Falso
Hector;Chaqueta;8;Cierto
Eve;Calcetines;14;Falso
Jack;Calcetines;36;Falso
Alice;Gorra;9;Falso
Bob;Calcetines;36;Falso
Alice;Sombrero;5;Falso
Eve;Sombrero;8;Falso
Frank;Calcetines;15;Falso
Alice;Pantalones;14;Falso
Hector;Bufanda;16;Falso
Bob;Camiseta;11;Falso
Frank;Calcetines;7;Falso
Alice;Pantalones;29;Falso
Charlie;Pantalones;39;Falso
Diana;Gorra;10;Falso
Bob;Chaqueta;21;Cierto
Eve;Gorra;49;Falso
Bob;Bufanda;41;Falso
Hector;Calcetines;21;Falso
Jack;Chaqueta;31;Falso
Bob;Calcetines;29;Falso
Hector;Zapatos;30;Cierto
Eve;Gorra;45;Falso
Alice;Chaqueta;7;Falso
Diana;Gorra;44;Falso
Alice;Camiseta;49;Falso
Diana;Calcetines;7;Falso
Grace;Calcetines;8;Falso
Charlie;Bufanda;18;Falso
Bob;Zapatos;43;Cierto
Jack;Bufanda;18;Falso
Hector;Chaqueta;21;Falso
Eve;Sombrero;45;Falso
Grace;Zapatos;6;Falso
Frank;Sombrero;49;Falso
Alice;Sombrero;42;Falso
Eve;Pantalones;31;Falso
Diana;Camiseta;9;Falso
Irene;Pantalones;19;Falso
Charlie;Pantalones;6;Falso
Grace;Chaqueta;26;Cierto
Frank;Gorra;18;Falso
Grace;Camiseta;12;Cierto
Jack;Gorra;10;Falso
Alice;Calcetines;17;Falso
Bob;Sombrero;34;Cierto
Bob;Sombrero;37;Falso
Eve;Pantalones;42;Cierto
Irene;Camiseta;22;Falso
Hector;Zapatos;11;Cierto
Jack;Zapatos;22;Falso
Grace;Bufanda;9;Falso
Grace;Sombrero;15;Falso
Diana;Calcetines;10;Cierto
Alice;Sombrero;9;Cierto
Frank;Pantalones;31;Falso
Hector;Camiseta;46;Falso
Eve;Sombrero;8;Falso
Alice;Sombrero;10;Falso
Alice;Camiseta;38;Falso
Charlie;Camiseta;12;Falso
Frank;Zapatos;12;Falso
Alice;Zapatos;36;Cierto
Eve;Bufanda;24;Falso
Frank;Gorra;21;Falso
Diana;Camiseta;36;Cierto
Jack;Zapatos;46;Falso
Alice;Calcetines;7;Falso
Eve;Bufanda;33;Falso
Jack;Sombrero;7;Falso
Grace;Bufanda;29;Falso
Eve;Calcetines;28;Falso
Eve;Calcetines;29;Falso
Grace;Sombrero;5;Falso
Irene;Zapatos;33;Falso
Jack;Camiseta;44;Falso
Diana;Bufanda;28;Falso
Diana;Pantalones;34;Cierto
Eve;Camiseta;6;Falso
Charlie;Zapatos;50;Falso
Charlie;Zapatos;31;Falso
Frank;Bufanda;36;Cierto
Bob;Gorra;11;Cierto
Irene;Gorra;25;Falso
Frank;Bufanda;13;Falso
Irene;Calcetines;44;Falso
Charlie;Pantalones;24;Falso
Frank;Chaqueta;44;Cierto
Diana;Camiseta;22;Falso
Irene;Calcetines;27;Falso
Diana;Pantalones;35;Cierto
Irene;Pantalones;32;Falso
Charlie;Bufanda;12;Falso
Alice;Camiseta;9;Falso
Grace;Zapatos;49;Falso
Irene;Gorra;8;Falso
Eve;Calcetines;7;Falso
Charlie;Zapatos;39;Cierto
Hector;Sombrero;16;Falso
Jack;Pantalones;41;Falso
Alice;Camiseta;50;Falso
Eve;Chaqueta;9;Cierto
Grace;Bufanda;31;Falso
Jack;Bufanda;26;Falso
Jack;Sombrero;36;Falso
Irene;Gorra;28;Falso
Frank;Bufanda;7;Cierto
Irene;Sombrero;6;Falso
Hector;Pantalones;42;Cierto
Irene;Bufanda;19;Falso
Diana;Bufanda;46;Falso
Grace;Camiseta;25;Cierto
Eve;Calcetines;37;Falso
Hector;Bufanda;17;Falso
Hector;Calcetines;11;Cierto
Irene;Pantalones;33;Cierto
Hector;Gorra;44;Cierto
Bob;Camiseta;36;Falso
Frank;Zapatos;24;Falso
Jack;Bufanda;19;Falso
Irene;Gorra;23;Falso
Charlie;Sombrero;20;Falso
Hector;Zapatos;50;Falso
Jack;Calcetines;19;Falso
Eve;Calcetines;5;Falso
Charlie;Gorra;8;Cierto
Alice;Chaqueta;45;Falso
Grace;Chaqueta;40;Falso
Diana;Sombrero;36;Falso
Charlie;Pantalones;39;Falso
Charlie;Bufanda;43;Cierto
Charlie;Zapatos;38;Falso
Diana;Calcetines;17;Falso
Bob;Zapatos;25;Falso
Jack;Gorra;19;Falso
Jack;Bufanda;43;Falso
Grace;Bufanda;44;Falso
Bob;Zapatos;20;Falso
Irene;Pantalones;37;Falso
Eve;Calcetines;39;Falso
Bob;Zapatos;22;Falso
Jack;Zapatos;43;Falso
Eve;Camiseta;45;Cierto
Grace;Sombrero;17;Falso
Diana;Chaqueta;22;Falso
Hector;Pantalones;36;Falso
Bob;Calcetines;12;Falso
Frank;Bufanda;11;Falso
Frank;Sombrero;45;Falso
Frank;Bufanda;26;Falso
Bob;Chaqueta;50;Falso
Hector;Bufanda;23;Falso
Grace;Chaqueta;23;Falso
Bob;Calcetines;37;Cierto
Grace;Zapatos;38;Falso
Alice;Chaqueta;12;Falso
Bob;Camiseta;6;Cierto
Jack;Camiseta;38;Falso
Hector;Chaqueta;31;Falso
Alice;Chaqueta;16;Falso
Grace;Calcetines;11;Falso
Irene;Camiseta;6;Falso
Eve;Camiseta;50;Cierto
Frank;Sombrero;21;Falso
Eve;Calcetines;9;Falso
Charlie;Chaqueta;44;Falso
Frank;Chaqueta;36;Falso
Frank;Sombrero;10;Falso
Bob;Chaqueta;14;Cierto
Frank;Calcetines;30;Cierto
Alice;Calcetines;12;Falso
Jack;Bufanda;14;Falso
Diana;Calcetines;15;Falso
Diana;Chaqueta;38;Falso
Eve;Calcetines;23;Falso
Alice;Camiseta;5;Cierto
Grace;Chaqueta;48;Falso
Frank;Zapatos;36;Falso
Bob;Gorra;20;Falso
Bob;Pantalones;49;Falso
Jack;Bufanda;34;Falso
Frank;Bufanda;18;Cierto
Irene;Pantalones;39;Falso
Eve;Gorra;44;Falso
Frank;Pantalones;16;Falso
Jack;Chaqueta;29;Falso
Frank;Zapatos;41;Falso
Frank;Camiseta;42;Falso
Grace;Sombrero;9;Falso
Alice;Pantalones;20;Falso
Grace;Camiseta;47;Falso
Alice;Calcetines;15;Falso
Charlie;Zapatos;47;Falso
Hector;Bufanda;24;Falso
Diana;Chaqueta;19;Falso
Bob;Sombrero;38;Falso
Grace;Pantalones;6;Falso
Irene;Sombrero;33;Falso
Frank;Sombrero;21;Falso
Alice;Sombrero;16;Falso
Frank;Sombrero;18;Falso
Charlie;Zapatos;24;Cierto
Jack;Bufanda;5;Falso
Alice;Pantalones;28;Falso
Diana;Calcetines;18;Falso
Irene;Zapatos;38;Falso
Grace;Calcetines;20;Falso
Alice;Calcetines;44;Cierto
Bob;Chaqueta;40;Falso
Irene;Bufanda;9;Falso
Jack;Sombrero;27;Falso
Eve;Pantalones;7;Falso
Bob;Zapatos;37;Falso
Charlie;Sombrero;35;Cierto
Hector;Camiseta;34;Falso
Hector;Chaqueta;46;Falso
Eve;Gorra;17;Falso
Grace;Bufanda;27;Falso
Diana;Gorra;46;Falso
Frank;Bufanda;47;Falso
Alice;Zapatos;25;Falso
Grace;Bufanda;21;Falso
Charlie;Gorra;5;Falso
Bob;Pantalones;23;Falso
Frank;Bufanda;5;Falso
Hector;Zapatos;14;Cierto
Frank;Zapatos;45;Falso
Bob;Pantalones;42;Cierto
Grace;Chaqueta;18;Falso
Irene;Camiseta;34;Cierto
Eve;Zapatos;22;Falso
Hector;Sombrero;41;Falso
Irene;Camiseta;22;Falso
Frank;Zapatos;24;Falso
Irene;Bufanda;22;Falso
Jack;Bufanda;32;Falso
Charlie;Calcetines;19;Falso
Eve;Chaqueta;47;Falso
Hector;Pantalones;43;Falso
Jack;Gorra;7;Falso
Alice;Calcetines;48;Falso
Irene;Bufanda;41;Falso
Bob;Gorra;34;Falso
Eve;Zapatos;5;Falso
Hector;Chaqueta;32;Falso
Irene;Sombrero;26;Cierto
Hector;Calcetines;17;Cierto
Jack;Calcetines;47;Falso
Eve;Camiseta;33;Falso
Bob;Sombrero;8;Falso
Grace;Pantalones;38;Falso
Diana;Chaqueta;22;Falso
Irene;Chaqueta;25;Falso
Bob;Zapatos;40;Falso
Irene;Bufanda;24;Falso
Alice;Pantalones;19;Falso
Diana;Pantalones;36;Falso
Grace;Chaqueta;8;Falso
Bob;Camiseta;42;Falso
Hector;Sombrero;29;Cierto
Frank;Zapatos;22;Falso
Jack;Gorra;18;Falso
Bob;Camiseta;9;Cierto
Charlie;Gorra;30;Cierto
Frank;Chaqueta;47;Falso
Frank;Gorra;31;Falso
Diana;Gorra;29;Falso
Hector;Pantalones;7;Falso
Bob;Pantalones;7;Falso
Bob;Pantalones;48;Falso
Diana;Bufanda;5;Falso
Grace;Bufanda;7;Falso
Jack;Calcetines;18;Falso
Hector;Bufanda;33;Falso
Eve;Calcetines;30;Falso
Hector;Bufanda;19;Falso
Frank;Camiseta;28;Falso
Jack;Bufanda;32;Falso
Diana;Calcetines;35;Falso
Frank;Camiseta;37;Falso
Irene;Camiseta;13;Falso
Irene;Zapatos;27;Falso
Irene;Chaqueta;45;Falso
Grace;Chaqueta;9;Falso
Diana;Camiseta;14;Falso
Irene;Calcetines;26;Falso
Eve;Sombrero;11;Falso
Frank;Camiseta;28;Falso
Frank;Calcetines;5;Falso
Diana;Zapatos;12;Falso
Eve;Pantalones;10;Falso
Grace;Chaqueta;20;Cierto
Diana;Gorra;50;Falso
Alice;Bufanda;25;Falso
Bob;Camiseta;31;Falso
Grace;Zapatos;36;Falso
Jack;Gorra;10;Falso
Eve;Bufanda;42;Falso
Eve;Gorra;37;Falso
Irene;Camiseta;43;Falso
Eve;Pantalones;41;Falso
Alice;Gorra;50;Falso
Eve;Pantalones;28;Falso
Irene;Pantalones;9;Falso
Diana;Camiseta;48;Falso
Frank;Chaqueta;27;Falso
Hector;Gorra;25;Falso
Alice;Pantalones;10;Falso
Bob;Gorra;45;Falso
Jack;Sombrero;12;Falso
Frank;Bufanda;21;Falso
Bob;Gorra;34;Falso
Frank;Bufanda;5;Falso
Hector;Pantalones;41;Cierto
Charlie;Sombrero;20;Falso
Jack;Sombrero;20;Cierto
Eve;Pantalones;29;Falso
Eve;Bufanda;42;Falso
Frank;Calcetines;24;Falso
Diana;Chaqueta;30;Falso
Bob;Sombrero;44;Falso
Irene;Gorra;11;Cierto
Alice;Zapatos;6;Falso
Bob;Sombrero;9;Falso
Grace;Gorra;29;Falso
Bob;Gorra;37;Falso
Alice;Zapatos;41;Falso
Irene;Calcetines;13;Falso
Diana;Pantalones;14;Cierto
Diana;Chaqueta;32;Falso
Frank;Pantalones;31;Falso
Frank;Camiseta;16;Cierto
Charlie;Bufanda;36;Cierto
Eve;Sombrero;21;Falso
Diana;Pantalones;22;Falso
Alice;Bufanda;12;Falso
Jack;Bufanda;38;Falso
Eve;Camiseta;50;Falso
Bob;Zapatos;13;Falso
Grace;Pantalones;44;Falso
Jack;Calcetines;7;Falso
Hector;Bufanda;25;Falso
Bob;Calcetines;41;Falso
Frank;Sombrero;28;Falso
Hector;Gorra;44;Falso
Bob;Calcetines;40;Falso
Bob;Sombrero;38;Falso
Charlie;Sombrero;14;Falso
Frank;Gorra;8;Falso
Grace;Bufanda;50;Falso
Diana;Chaqueta;14;Falso
Grace;Pantalones;26;Falso
Jack;Gorra;29;Falso
Eve;Sombrero;17;Falso
Alice;Chaqueta;34;Falso
Alice;Pantalones;27;Falso
Eve;Camiseta;12;Falso
Grace;Gorra;26;Cierto
Diana;Sombrero;19;Falso
Irene;Bufanda;30;Falso
Alice;Camiseta;15;Falso
Grace;Sombrero;37;Falso
Charlie;Sombrero;46;Cierto
Eve;Sombrero;22;Falso
Bob;Gorra;25;Falso
Hector;Camiseta;9;Falso
Frank;Bufanda;12;Falso
Hector;Camiseta;28;Falso
Charlie;Zapatos;47;Falso
Frank;Zapatos;24;Falso
Irene;Zapatos;20;Falso
Bob;Gorra;45;Falso
Jack;Chaqueta;8;Falso
Jack;Sombrero;11;Cierto
Charlie;Chaqueta;31;Cierto
Hector;Calcetines;14;Cierto
Diana;Zapatos;33;Cierto
Frank;Bufanda;6;Falso
Eve;Calcetines;29;Cierto
Diana;Zapatos;34;Falso
Eve;Camiseta;39;Falso
Hector;Bufanda;27;Cierto
Diana;Bufanda;7;Cierto
Jack;Gorra;16;Falso
Eve;Chaqueta;16;Falso
Grace;Chaqueta;12;Cierto
Jack;Pantalones;13;Falso
Diana;Camiseta;5;Falso
Alice;Zapatos;11;Cierto
Irene;Gorra;16;Falso
Diana;Calcetines;28;Falso
Jack;Pantalones;25;Falso
Diana;Gorra;40;Falso
Grace;Sombrero;32;Cierto
Irene;Camiseta;44;Cierto
Eve;Pantalones;20;Falso
Alice;Zapatos;43;Falso
Frank;Zapatos;39;Falso
Irene;Pantalones;27;Cierto
Alice;Camiseta;38;Falso
Hector;Chaqueta;14;Falso
Irene;Chaqueta;43;Falso
Eve;Pantalones;30;Falso
Eve;Sombrero;9;Falso
Bob;Zapatos;7;Falso
Charlie;Bufanda;16;Falso
Diana;Chaqueta;7;Falso
Charlie;Calcetines;8;Falso
Alice;Sombrero;26;Falso
Hector;Chaqueta;45;Falso
Diana;Pantalones;6;Falso
Alice;Pantalones;36;Falso
Diana;Camiseta;49;Falso
Eve;Sombrero;31;Falso
Alice;Sombrero;47;Falso
Bob;Sombrero;31;Cierto
Irene;Chaqueta;36;Falso
Alice;Chaqueta;30;Cierto
Grace;Pantalones;13;Cierto
Jack;Calcetines;44;Falso
Irene;Gorra;10;Falso
Alice;Chaqueta;7;Falso
Frank;Pantalones;34;Falso
Eve;Gorra;26;Falso
Frank;Sombrero;44;Cierto
Grace;Pantalones;23;Falso
Irene;Camiseta;23;Falso
Alice;Gorra;15;Falso
Jack;Pantalones;32;Falso
Hector;Bufanda;39;Falso
Eve;Pantalones;5;Falso
Alice;Camiseta;22;Falso
Grace;Sombrero;11;Cierto
Irene;Zapatos;13;Falso
Irene;Sombrero;19;Falso
Frank;Sombrero;23;Falso
Hector;Pantalones;19;Falso
Grace;Camiseta;37;Cierto
Hector;Camiseta;24;Cierto
Diana;Gorra;15;Falso
Eve;Pantalones;34;Falso
Frank;Zapatos;26;Falso
Bob;Camiseta;20;Falso
Grace;Sombrero;41;Falso
Grace;Bufanda;48;Falso
Jack;Chaqueta;7;Falso
Irene;Pantalones;37;Cierto
Charlie;Zapatos;7;Falso
Alice;Zapatos;35;Falso
Jack;Chaqueta;45;Falso
Charlie;Gorra;9;Falso
Hector;Zapatos;28;Falso
Eve;Gorra;45;Falso
Charlie;Pantalones;42;Falso
Bob;Camiseta;19;Cierto
Frank;Sombrero;9;Falso
Eve;Chaqueta;30;Falso
Bob;Bufanda;39;Cierto
Bob;Pantalones;41;Falso
Hector;Calcetines;23;Falso
Diana;Calcetines;46;Falso
Charlie;Gorra;24;Cierto
Hector;Zapatos;5;Falso
Jack;Sombrero;11;Falso
Diana;Bufanda;48;Falso
Diana;Gorra;27;Falso
Grace;Gorra;38;Falso
Irene;Camiseta;24;Falso
Eve;Zapatos;38;Falso
Charlie;Chaqueta;43;Falso
Charlie;Camiseta;19;Falso
Bob;Bufanda;39;Falso
Frank;Bufanda;49;Falso
Charlie;Bufanda;28;Falso
Frank;Pantalones;32;Falso
Charlie;Camiseta;38;Falso
Grace;Bufanda;33;Falso
Diana;Gorra;41;Falso
Grace;Chaqueta;46;Falso
Jack;Camiseta;31;Falso
Hector;Pantalones;24;Falso
Bob;Bufanda;48;Falso
Hector;Chaqueta;24;Falso
Alice;Zapatos;35;Falso
Frank;Chaqueta;40;Falso
Frank;Sombrero;31;Falso
Hector;Camiseta;37;Cierto
Charlie;Sombrero;17;Falso
Diana;Chaqueta;8;Falso
Frank;Zapatos;50;Falso
Jack;Bufanda;8;Falso
Alice;Pantalones;13;Falso
Bob;Gorra;33;Falso
Jack;Bufanda;20;Falso
Eve;Zapatos;20;Falso
Grace;Pantalones;16;Falso
Alice;Gorra;29;Falso
Bob;Sombrero;42;Cierto
Charlie;Camiseta;5;Cierto
Hector;Chaqueta;36;Cierto
Eve;Camiseta;46;Falso
Eve;Gorra;9;Falso
Bob;Zapatos;38;Falso
Jack;Zapatos;37;Falso
Alice;Zapatos;41;Falso
Diana;Sombrero;45;Falso
Bob;Calcetines;27;Falso
Hector;Zapatos;33;Falso
Irene;Chaqueta;26;Falso
Alice;Pantalones;42;Falso
Charlie;Sombrero;17;Falso
Diana;Bufanda;23;Falso
Eve;Gorra;47;Falso
Hector;Sombrero;17;Falso
Diana;Chaqueta;33;Falso
Eve;Chaqueta;25;Falso
Hector;Calcetines;22;Falso
Eve;Chaqueta;42;Falso
Bob;Bufanda;37;Falso
Grace;Calcetines;27;Falso
Jack;Pantalones;42;Falso
Hector;Bufanda;37;Falso
Alice;Pantalones;44;Falso
Bob;Zapatos;24;Falso
Alice;Zapatos;8;Falso
Irene;Camiseta;31;Cierto
Jack;Gorra;41;Falso
Alice;Chaqueta;44;Falso
Eve;Chaqueta;45;Falso
Grace;Pantalones;17;Falso
Frank;Pantalones;19;Falso
Hector;Gorra;33;Falso
Irene;Sombrero;43;Falso
Eve;Gorra;12;Falso
Bob;Sombrero;43;Falso
Bob;Calcetines;25;Falso
Bob;Chaqueta;30;Falso
Eve;Camiseta;7;Cierto
Grace;Sombrero;38;Falso
Irene;Calcetines;42;Cierto
Charlie;Zapatos;37;Cierto
Grace;Zapatos;47;Falso
Hector;Gorra;37;Falso
Jack;Sombrero;12;Cierto
Grace;Pantalones;26;Falso
Jack;Camiseta;48;Falso
Grace;Zapatos;41;Falso
Eve;Sombrero;19;Falso
Hector;Bufanda;13;Cierto
Hector;Camiseta;6;Cierto
Hector;Zapatos;13;Cierto
Alice;Calcetines;25;Falso
Hector;Zapatos;20;Falso
Alice;Gorra;7;Cierto
Eve;Pantalones;26;Falso
Charlie;Pantalones;31;Falso
Jack;Zapatos;6;Cierto
Frank;Camiseta;24;Falso
Diana;Chaqueta;21;Falso
Alice;Gorra;15;Falso
Jack;Bufanda;24;Falso
Eve;Sombrero;43;Falso
Diana;Zapatos;10;Falso
Diana;Gorra;36;Falso
Frank;Bufanda;48;Falso
Frank;Sombrero;5;Falso
Grace;Zapatos;35;Falso
Diana;Calcetines;28;Cierto
Alice;Pantalones;25;Falso
Charlie;Zapatos;17;Falso
Bob;Gorra;48;Falso
Diana;Pantalones;27;Falso
Hector;Calcetines;19;Falso
Alice;Pantalones;36;Falso
Charlie;Gorra;27;Falso
Jack;Bufanda;24;Cierto
Grace;Zapatos;36;Falso
Frank;Pantalones;33;Falso
Jack;Gorra;27;Falso
Jack;Sombrero;46;Falso
Eve;Sombrero;49;Falso
Irene;Bufanda;49;Falso
Eve;Chaqueta;35;Falso
Frank;Camiseta;40;Cierto
Jack;Chaqueta;28;Falso
Charlie;Gorra;17;Falso
Frank;Pantalones;31;Falso
Bob;Camiseta;9;Cierto
Grace;Chaqueta;43;Cierto
Alice;Sombrero;47;Falso
Frank;Bufanda;38;Falso
Bob;Chaqueta;41;Falso
Frank;Gorra;28;Falso
Alice;Chaqueta;14;Falso
Charlie;Camiseta;29;Falso
Diana;Gorra;27;Falso
Jack;Gorra;43;Falso
Irene;Sombrero;32;Falso
Eve;Gorra;30;Falso
Irene;Sombrero;28;Cierto
Irene;Zapatos;8;Falso
Grace;Chaqueta;47;Falso
Hector;Sombrero;45;Falso
Irene;Gorra;35;Falso
Grace;Zapatos;22;Cierto
Jack;Pantalones;40;Falso
Alice;Chaqueta;10;Falso
Grace;Gorra;24;Falso
Bob;Pantalones;38;Falso
Grace;Zapatos;26;Falso
Irene;Sombrero;47;Falso
Charlie;Camiseta;35;Falso
Grace;Zapatos;30;Falso
Charlie;Camiseta;41;Cierto
Bob;Calcetines;36;Falso
Bob;Pantalones;19;Falso
Hector;Sombrero;42;Falso
Hector;Calcetines;18;Cierto
Diana;Chaqueta;36;Cierto
Bob;Pantalones;31;Falso
Grace;Pantalones;45;Falso
Bob;Zapatos;47;Cierto
Frank;Camiseta;23;Falso
Charlie;Bufanda;25;Falso
Grace;Zapatos;19;Falso
Eve;Pantalones;23;Cierto
Charlie;Zapatos;34;Falso
Frank;Camiseta;6;Cierto
Alice;Gorra;34;Falso
Alice;Gorra;19;Falso
Eve;Zapatos;7;Falso
Alice;Bufanda;18;Cierto
Jack;Camiseta;6;Falso
Diana;Chaqueta;10;Falso
Hector;Pantalones;7;Falso
Bob;Bufanda;14;Falso
Frank;Chaqueta;43;Falso
Grace;Pantalones;21;Falso
Bob;Sombrero;11;Falso
Eve;Zapatos;20;Falso
Jack;Chaqueta;47;Falso
Diana;Gorra;31;Falso
Jack;Chaqueta;37;Falso
Charlie;Bufanda;39;Falso
Irene;Zapatos;28;Falso
Hector;Zapatos;28;Falso
Diana;Chaqueta;30;Falso
Alice;Bufanda;48;Falso
Alice;Gorra;30;Falso
Jack;Pantalones;10;Falso
Alice;Calcetines;28;Falso
Jack;Camiseta;40;Falso
Diana;Bufanda;29;Falso
Alice;Sombrero;41;Cierto
Irene;Gorra;32;Cierto
Frank;Gorra;36;Falso
Jack;Zapatos;40;Falso
Jack;Camiseta;24;Falso
Eve;Bufanda;26;Falso
Bob;Chaqueta;35;Falso
Eve;Sombrero;34;Falso
Diana;Camiseta;7;Falso
Charlie;Camiseta;11;Cierto
Charlie;Chaqueta;22;Falso
Diana;Gorra;24;Cierto
Frank;Zapatos;14;Falso
Bob;Sombrero;13;Falso
Hector;Bufanda;19;Falso
Charlie;Gorra;20;Falso
Hector;Calcetines;16;Falso
Hector;Pantalones;30;Falso
Charlie;Zapatos;28;Falso
Hector;Pantalones;15;Falso
Jack;Chaqueta;47;Falso
Frank;Gorra;11;Falso
Jack;Sombrero;47;Falso
Eve;Bufanda;49;Cierto
Eve;Sombrero;31;Cierto
Eve;Zapatos;20;Falso
Irene;Chaqueta;5;Falso
Bob;Sombrero;16;Falso
Alice;Sombrero;40;Falso
Charlie;Sombrero;39;Cierto
Diana;Calcetines;32;Falso
Bob;Chaqueta;32;Falso
Alice;Camiseta;13;Falso
Irene;Gorra;40;Cierto
Bob;Pantalones;14;Falso
Diana;Calcetines;5;Falso
Alice;Pantalones;14;Falso
Irene;Calcetines;6;Falso
Alice;Gorra;43;Cierto
Eve;Camiseta;11;Falso
Diana;Calcetines;43;Falso
Grace;Pantalones;31;Cierto
Charlie;Bufanda;42;Cierto
Diana;Camiseta;47;Falso
Jack;Gorra;33;Falso
Irene;Sombrero;34;Falso
Diana;Chaqueta;39;Falso
Irene;Calcetines;25;Falso
Hector;Pantalones;37;Falso
Hector;Calcetines;12;Falso
Hector;Bufanda;6;Falso
Eve;Sombrero;7;Falso
Alice;Calcetines;11;Falso
Hector;Calcetines;8;Falso
Irene;Camiseta;12;Falso
Irene;Zapatos;31;Falso
Grace;Bufanda;20;Falso
Diana;Camiseta;10;Falso
Bob;Zapatos;7;Falso
Charlie;Pantalones;30;Falso
Diana;Chaqueta;15;Cierto
Bob;Bufanda;35;Falso
Diana;Calcetines;45;Falso
Hector;Calcetines;41;Falso
Jack;Calcetines;47;Falso
Grace;Gorra;5;Falso
Diana;Gorra;21;Falso
Hector;Zapatos;26;Falso
Irene;Chaqueta;28;Falso
Diana;Camiseta;21;Falso
Diana;Calcetines;42;Falso
Charlie;Bufanda;37;Falso
Bob;Bufanda;38;Cierto
Diana;Bufanda;16;Falso
Jack;Camiseta;47;Falso
Charlie;Calcetines;44;Falso
Irene;Camiseta;36;Falso
Frank;Pantalones;17;Falso
Charlie;Bufanda;45;Falso
Irene;Chaqueta;47;Falso
Grace;Zapatos;26;Falso
Eve;Gorra;26;Falso
Bob;Bufanda;23;Falso
Alice;Calcetines;12;Falso
Eve;Chaqueta;10;Falso
Grace;Chaqueta;15;Falso
Irene;Calcetines;44;Falso
Eve;Calcetines;38;Falso
Hector;Chaqueta;15;Falso
Hector;Calcetines;14;Falso
Hector;Camiseta;14;Falso
Bob;Camiseta;36;Cierto
Charlie;Gorra;41;Falso
Hector;Calcetines;39;Falso
Diana;Zapatos;22;Falso
Eve;Zapatos;25;Falso
Bob;Camiseta;7;Cierto
Hector;Gorra;31;Falso
Irene;Calcetines;37;Falso
Frank;Camiseta;27;Falso
Hector;Gorra;18;Cierto
Irene;Pantalones;23;Falso
Diana;Bufanda;28;Falso
Irene;Sombrero;35;Falso
Hector;Camiseta;49;Falso
Bob;Gorra;48;Cierto
Frank;Camiseta;32;Cierto
Alice;Zapatos;21;Falso
Jack;Chaqueta;10;Falso
Diana;Gorra;49;Falso
Alice;Sombrero;39;Falso
Eve;Zapatos;27;Falso
Frank;Bufanda;8;Falso
Jack;Bufanda;24;Falso
Diana;Gorra;20;Falso
Diana;Pantalones;14;Falso
Irene;Gorra;12;Falso
Jack;Gorra;19;Falso
Frank;Bufanda;28;Falso
Grace;Calcetines;21;Falso
Frank;Calcetines;16;Falso
Hector;Chaqueta;39;Falso
Frank;Bufanda;38;Falso
Frank;Zapatos;32;Falso
Jack;Calcetines;33;Falso
Alice;Gorra;45;Falso
Alice;Zapatos;36;Falso
Diana;Sombrero;25;Falso
Irene;Camiseta;12;Cierto
Irene;Gorra;16;Falso
Charlie;Sombrero;31;Falso
Grace;Sombrero;49;Falso
Eve;Gorra;12;Falso
Bob;Pantalones;7;Falso
Alice;Gorra;23;Falso
Jack;Zapatos;34;Falso
Eve;Pantalones;17;Falso
Irene;Calcetines;33;Falso
Diana;Calcetines;46;Falso
Frank;Bufanda;35;Cierto
Jack;Calcetines;29;Falso
Grace;Gorra;43;Falso
Diana;Sombrero;34;Cierto
Charlie;Zapatos;47;Falso
Hector;Chaqueta;13;Falso
Hector;Zapatos;10;Falso
Irene;Calcetines;29;Cierto
Alice;Camiseta;46;Falso
Alice;Calcetines;31;Falso
Eve;Chaqueta;11;Falso
Eve;Gorra;8;Falso
Irene;Sombrero;27;Falso
Irene;Camiseta;41;Falso
Charlie;Chaqueta;8;Cierto
Alice;Zapatos;32;Falso
Frank;Bufanda;16;Falso
Alice;Sombrero;31;Falso
Alice;Pantalones;36;Falso
Grace;Camiseta;7;Falso
Bob;Gorra;41;Falso
Hector;Camiseta;12;Falso
Hector;Pantalones;7;Falso
Charlie;Bufanda;12;Falso
Jack;Sombrero;45;Falso
Frank;Zapatos;41;Cierto
Irene;Calcetines;41;Falso
Irene;Sombrero;25;Falso
